comment_id,stakeholder,provision_reference,date,comment_text,sentiment_label,cleaned,predicted_sentiment
658,Lawyer,Section 6,2024-08-12,Now take society pretty measure house claim probably game place sister media area week. This clause will create difficulties and must be reconsidered.,Negative,take society pretty measure house claim probably game place sister media area week clause create difficulties must reconsidered,NEGATIVE
659,Lawyer,Section 16,2024-02-26,Happen television a here decade voice respond piece sort culture still item. It has both advantages and drawbacks depending on context.,Neutral,happen television decade voice respond piece sort culture still item advantages drawbacks depending context,NEGATIVE
660,Auditor,Section 1,2024-05-29,Car often face total become open magazine deep hair. It has both advantages and drawbacks depending on context.,Neutral,car often face total become open magazine deep hair advantages drawbacks depending context,NEGATIVE
661,Company,Section 7,2024-05-05,Hit there science really machine receive almost player back group century cup many for. This change is beneficial and should be welcomed.,Positive,hit science really machine receive almost player back group century cup many change beneficial welcomed,POSITIVE
662,Auditor,Clause 9,2024-05-13,Seven measure news admit maybe investment cause. It has both advantages and drawbacks depending on context.,Neutral,seven measure news admit maybe investment cause advantages drawbacks depending context,NEGATIVE
663,Lawyer,Section 13,2024-02-16,Interest accept second positive else bad head third treatment player someone really. This clause will create difficulties and must be reconsidered.,Negative,interest accept second positive else bad head third treatment player someone really clause create difficulties must reconsidered,NEGATIVE
664,Company,Clause 6,2024-10-12,Green allow teach wear figure as describe weight fly step through close hand myself day. This clause will create difficulties and must be reconsidered.,Negative,green allow teach wear figure describe weight fly step close hand day clause create difficulties must reconsidered,NEGATIVE
665,Regulator,Section 15,2024-06-16,Fast we wrong window could artist begin yeah mind least. This clause will create difficulties and must be reconsidered.,Negative,fast wrong window could artist begin yeah mind least clause create difficulties must reconsidered,NEGATIVE
666,Consultant,Section 18,2024-08-21,Its various turn travel cost perhaps reason man cold. It has both advantages and drawbacks depending on context.,Neutral,various turn travel cost perhaps reason man cold advantages drawbacks depending context,NEGATIVE
667,Company,Overall Draft,2024-08-14,Occur table where forget back attack simply soldier work trip PM ready instead. This change is beneficial and should be welcomed.,Positive,occur table forget back attack simply soldier work trip pm ready instead change beneficial welcomed,NEGATIVE
668,Consultant,Section 11,2024-02-24,Sea rise continue explain camera price firm there prepare. It has both advantages and drawbacks depending on context.,Neutral,sea rise continue explain camera price firm prepare advantages drawbacks depending context,NEGATIVE
669,Consultant,Section 20,2024-06-04,Institution glass wind white feeling play culture as movement. This clause will create difficulties and must be reconsidered.,Negative,institution glass wind white feeling play culture movement clause create difficulties must reconsidered,NEGATIVE
670,Regulator,Section 16,2024-01-22,Should base place great him maintain already wind test course line city defense last join. This change is beneficial and should be welcomed.,Positive,base place great maintain already wind test course line city defense last join change beneficial welcomed,POSITIVE
671,Lawyer,Clause 9,2024-04-23,Social growth language try student apply everything front pass care season change business movement. It has both advantages and drawbacks depending on context.,Neutral,social growth language try student apply everything front pass care season change business movement advantages drawbacks depending context,NEGATIVE
672,Auditor,Section 19,2024-05-02,Whose article appear see hold those item yourself. This clause will create difficulties and must be reconsidered.,Negative,whose article appear see hold item clause create difficulties must reconsidered,NEGATIVE
